Date,Temperature,basantpur_rainfall,Andhiyarkhore,Bamnidhi,Simga,Ghatora,Rajim,Rampur,Basantpur
15-07-2011,28.07965741,15.0439125,4.801,25.503,171.675,7,80.408,9.123,157.993
16-07-2011,27.01901389,6.268615463,3.205,29.532,18.207,10,78.53,6.079,266.684
17-07-2011,27.51630093,11.38296991,20.85,160,31,62.5,114,10,539
18-07-2011,27.09081944,11.57567546,8.082,84.628,22.05,50,77.963,8.066,435.467
19-07-2011,27.28427778,7.327363704,10.053,84.375,20.348,68.787,59.15,5.916,505.277
20-07-2011,26.06808796,15.97729907,9.913,68.082,45.213,57.835,56.807,4.245,477.237
21-07-2011,25.20835648,27.69185093,4.949,127.472,64.103,42.934,103.852,68,452.354
22-07-2011,25.1510787,32.30656944,4.583,107.425,1868.45,71.874,220.653,5.13,459.8
23-07-2011,24.16369907,20.77946417,4.403,121.64,2569.27,55.834,258.407,135.434,3871.66
24-07-2011,25.88499074,2.020826759,6,230,820,62.5,180,126,5603
25-07-2011,27.91410185,0.908993056,5.53,103.658,684.946,57.203,90.256,74.891,2407.67
26-07-2011,28.23859259,1.32144,3.441,71.575,414.923,50.26,75.19,22.133,848.565
27-07-2011,28.45156481,2.119983241,1.72,40.444,299.509,37.858,56.814,13.928,743.977
28-07-2011,29.0885787,0.659365093,1.101,34.008,260.439,8.095,39.559,7.99,560.187
29-07-2011,28.62295833,2.306921019,1.115,31.708,146.995,5.798,33.037,4.6,484.934
30-07-2011,28.66796759,11.12166583,5.419,30.986,119.584,9.921,87.39,4.079,436.81
31-07-2011,28.93775926,3.779486852,2.8,40,170,23.3,92,3.85,350.4
01-08-2011,28.33671296,1.190240741,1.104,33.587,117.367,14.179,57.715,15.745,506.478
02-08-2011,28.30651389,4.065455093,4.891,31.935,96.703,33.647,40.073,14.095,445.138
03-08-2011,26.74547685,29.81041954,7.796,30.545,81.193,21.532,34.558,13.515,463.407
04-08-2011,26.73789815,16.2248238,23.126,35.162,123.896,31.088,491.724,23.428,524.89
05-08-2011,26.89247222,7.055800556,38.092,37.717,283.818,36.543,199.054,14.289,431.128
06-08-2011,26.12263426,18.80716056,46.364,42.038,433.761,45.487,89.595,19.904,1093.51
07-08-2011,26.24899074,16.56720889,37.264,98,118,50,75,17.6,1250
08-08-2011,25.92767593,18.78121389,38.115,431.244,440.227,58.225,48.01,13.9,1588.24
09-08-2011,25.83740278,13.60078935,32.139,353.33,509.16,66.417,45.544,13.009,1550.29
10-08-2011,25.94536574,12.41054972,26.412,131.008,496.139,77.792,39.985,7.717,1627.44
11-08-2011,25.98549074,11.95010889,46.808,154.267,689.907,331.937,33.458,7.4,1542.37
12-08-2011,25.54025926,20.0696963,32.011,307.84,554.499,86.635,31.691,5.874,2330.25
13-08-2011,25.43934722,14.928985,20.815,413.492,477.054,85.727,47.661,4.648,2198.04
14-08-2011,26.19724074,12.61051148,19.826,400,436.7,295,75.681,85,2100
15-08-2011,26.96835648,9.792860278,42.582,450,373.4,300,50,73,2320
16-08-2011,27.32180556,3.459418519,32.409,362.976,281.97,277.043,39.858,23.751,2207
17-08-2011,27.2820463,6.980829259,40.044,315.152,278.151,240.627,34.621,13.935,1662.2
18-08-2011,26.42752315,11.46704611,19.942,398.425,256.906,126.587,35.927,14.494,1626.06
19-08-2011,26.14359259,18.52890648,19.295,320.252,316.618,140.063,37.058,15.136,1541.61
20-08-2011,26.7229213,13.14221963,44.672,399.192,598.113,136.727,75.415,39.305,2513.46
21-08-2011,27.76090278,1.834216111,37.592,360,580,145,78.5,72,2480
22-08-2011,28.18130556,1.228521204,31.869,188.958,573.488,65.034,73.26,35.321,1946.17
23-08-2011,28.25955556,3.511823981,18.307,41.512,394.561,71.557,56.421,33.672,1599.21
24-08-2011,27.4052963,9.526289352,17.929,109.103,317,101.636,47.71,25.705,1216.67
25-08-2011,27.04438889,12.07077537,18.253,116.319,280.783,62.819,36.382,27.166,1144.46
26-08-2011,27.05698611,14.97877444,17.997,119.12,300.095,59.788,40.258,77.113,1216.53
27-08-2011,26.46863426,20.35681667,42.271,158.703,362.223,57.026,104.462,78.89,1354.13
28-08-2011,26.92059722,16.5486463,43.536,200,1225.07,58,280,154,2100
29-08-2011,27.1288287,10.38023537,44.25,377.514,1427.35,113.905,214.538,36.499,3767.5
30-08-2011,27.10698148,18.37265815,52.55,270.466,1731.98,97.794,279.778,219.203,3788.74
31-08-2011,27.13025,10.83657694,49.865,130,1902,70,1111.8,205,3972.2
01-09-2011,26.75196296,11.28425324,50.374,50,1415.82,100,540,148.454,5685.21
02-09-2011,26.31278704,20.78917685,50.389,106.602,1410.65,118.127,1023.43,148.246,4688.88
03-09-2011,26.47110648,23.1012787,109.036,415.44,1911.01,465.966,391.288,163.337,5131.75
04-09-2011,26.13109259,14.79437556,46.219,800,1142.25,550,286,126.16,5600.2
05-09-2011,26.98593981,6.133934259,46.188,699.126,1139.53,422.43,181.141,126.131,5238.45
06-09-2011,26.37711574,29.82092907,49.479,1718.53,944.918,345.352,402.493,170.653,5012.78
07-09-2011,25.596625,62.55130556,236.638,2611.59,2442.68,669.972,3679.13,1776,9809.88
08-09-2011,25.53243519,45.04322611,361.339,2398.83,5156.11,498.279,1789.96,2849,18680.6
09-09-2011,25.0807037,24.71928611,232.779,5153.71,7358.73,489.935,727.845,2174,23365.9
10-09-2011,25.74472685,18.54285065,125.894,7731.67,6127.15,435.098,377.101,772,17095.4
11-09-2011,26.40001389,2.164651019,70.183,4200,605.58,400,293.11,352,14250.8
12-09-2011,27.62956944,1.349759352,70.118,552.453,602.984,349.768,232.951,232.905,5596.86
13-09-2011,27.91955556,2.525065278,44.867,362.4,533.597,180.15,148.821,150.265,2794.38
14-09-2011,27.14810185,11.33450519,43.552,410.35,371.058,199.402,199.481,135.228,1973.82
15-09-2011,27.228625,10.00855713,40.739,449.176,347.271,207.819,141.738,158.888,2036.52
16-09-2011,27.2202963,12.20004769,50.522,1402.6,425.913,190.462,132.448,143.79,2781.07
17-09-2011,26.9369213,17.56356148,44.881,1115.94,585.079,227.021,354.865,132.625,2188.71
18-09-2011,27.1685,11.64051694,38.165,1500,848.533,300,390.427,150,3560.1
19-09-2011,26.80708796,3.779615185,38.16,525.05,849.148,244.516,390.329,308.04,3289.6
20-09-2011,26.8282037,13.84499241,37.391,416.14,637.754,165.188,383.079,251.12,2851.48
21-09-2011,26.20398611,6.857858426,31.572,319.047,733.804,166.674,723.447,419.957,3953.8
22-09-2011,26.21569907,2.495869537,31.344,249.545,946.69,154.391,487.034,272.787,3545.34
23-09-2011,25.5395,4.576671111,15.728,291.378,714.671,102.918,382.467,170.751,755.26
24-09-2011,25.98462963,13.83176259,12.347,411.908,514.22,92.796,232.592,222.092,2334.25
25-09-2011,26.67132407,4.679112778,10.679,400,280.475,90,150.6,144.71,2010
26-09-2011,27.10880093,0.745145648,10.678,345.633,280.146,90.156,150.33,144.576,1838.23
27-09-2011,27.19988426,0.050676574,8.418,305.307,239.985,56.215,164.327,137.029,1595.95
28-09-2011,27.25820833,0.009496019,7.848,189.525,185.693,52.246,147.562,90.472,948.622
29-09-2011,27.09506481,0,7.472,219.017,149.601,53.431,136.124,55.258,787.855
30-09-2011,26.75527778,0,6.234,190.857,132.377,57.107,110.485,35.761,736.336
